Pokémon,Sentiment,Sentiment_stemmed,Type,HP,Attack,Defense,SpAtk,SpDef,Speed,Total,Generation,Legendary,Tokens,Tokens_stemmed
Golduck,5.657794117647061,5.692777777777778,Water,80,82,78,95,80,85,500,I,None,"['golduck', 'blue', 'bipedal', 'duck-like', 'pokémon', 'red', 'eyes', 'cream-colored', 'beak', 'red', 'gem', 'center', 'forehead', 'four', 'spikes', 'back', 'head', 'hands', 'feet', 'three', 'clawed', 'digits', 'cream-colored', 'webbing', 'in-between', 'body', 'especially', 'adapted', 'hydrodynamic', 'shape', 'long', 'tail', 'uses', 'rudder', 'steer', 'golduck', 'sometimes', 'mistaken', 'japanese', 'monster', 'physical', 'inspiration', 'golduck', 'kappa', 'due', 'bluish', 'color', 'general', 'body', 'shape', 'webbed', 'hands', 'feet', 'golduck', 'fast', 'swimmer', 'out-swimming', 'even', 'athletic', 'humans', 'webbed', 'appendages', 'even', 'rough', 'seas', 'hamper', 'pokémon', 'swimming', 'abilities', 'sometimes', 'rescue', 'people', 'shipwrecks', 'gem', 'forehead', 'glows', 'uses', 'psychic', 'powers', 'occasionally', 'swims', 'full', 'speed', 'past', 'pokémon', 'overhunted', 'due', 'belief', 'gem', 'granted', 'people', 'supernatural', 'powers', 'seen', 'manga', 'golduck', 'ability', 'give', 'knowledge', 'trainer', 'fellow', 'pokémon', 'telepathy', 'golduck', 'typically', 'seen', 'swimming', 'dl|list', 'pokémon', ""habitat|water's-edge"", 'pokémon|lakes', 'hunts', 'fish', 'prey', 'disabled', 'captured', 'brought', 'shore', 'consumption']","['golduck', 'blue', 'biped', 'duck-lik', 'pokémon', 'red', 'eye', 'cream-color', 'beak', 'red', 'gem', 'center', 'forehead', 'four', 'spike', 'back', 'head', 'hand', 'feet', 'three', 'claw', 'digit', 'cream-color', 'web', 'in-between', 'bodi', 'especi', 'adapt', 'hydrodynam', 'shape', 'long', 'tail', 'use', 'rudder', 'steer', 'golduck', 'sometim', 'mistaken', 'japanes', 'monster', 'physic', 'inspir', 'golduck', 'kappa', 'due', 'bluish', 'color', 'gener', 'bodi', 'shape', 'web', 'hand', 'feet', 'golduck', 'fast', 'swimmer', 'out-swim', 'even', 'athlet', 'human', 'web', 'appendag', 'even', 'rough', 'sea', 'hamper', 'pokémon', 'swim', 'abil', 'sometim', 'rescu', 'peopl', 'shipwreck', 'gem', 'forehead', 'glow', 'use', 'psychic', 'power', 'occasion', 'swim', 'full', 'speed', 'past', 'pokémon', 'overhunt', 'due', 'belief', 'gem', 'grant', 'peopl', 'supernatur', 'power', 'seen', 'manga', 'golduck', 'abil', 'give', 'knowledg', 'trainer', 'fellow', 'pokémon', 'telepathi', 'golduck', 'typic', 'seen', 'swim', 'dl|list', 'pokémon', ""habitat|water's-edg"", 'pokémon|lak', 'hunt', 'fish', 'prey', 'disabl', 'captur', 'brought', 'shore', 'consumpt']"
Scrafty,5.412048192771086,5.390972222222223,"('Dark', 'Fighting')",65,90,115,45,115,58,488,V,None,"['scrafty', 'bipedal', 'lizard-like', 'pokémon', 'oval', 'wide-set', 'eyes', 'small', 'pupils', 'gray', 'eyelids', 'well', 'small', 'nostrils', 'wide', 'mouth', 'bared', 'teeth', 'giving', 'appearance', 'permanent', 'sneer', 'sports', 'red', 'crest', 'head', 'similar', 'appearance', 'mohawk', 'baggy', 'yellow', 'skin', 'hangs', 'shoulders', 'falling', 'halfway', 'back', 'scrafty', 'body', 'orange', 'thin', 'arms', 'gray', 'scaled', 'belly', 'lower', 'body', 'tail', 'covered', 'loose', 'yellow', 'skin', 'resembling', 'baggy', 'trousers', 'tail', 'single', 'red', 'scale', 'scrafty', 'powerful', 'enough', 'kick', 'concrete', 'blocks', 'also', 'spit', 'acidic', 'liquid', 'mouth', 'taunt', 'opponents', 'protect', 'attacking', 'pulling', 'folding', 'loose', 'skin', 'around', 'waist', 'scrafty', 'lives', 'groups', 'members', 'species', 'groups', 'determine', 'hierarchy', 'crest', 'size', 'scrafty', 'largest', 'crest', 'becoming', 'leader', 'group', 'attack', 'anything', 'comes', 'within', 'territory', 'though', 'often', 'coming', 'rude', 'takes', 'good', 'care', 'loved', 'ones', 'turf']","['scrafti', 'biped', 'lizard-lik', 'pokémon', 'oval', 'wide-set', 'eye', 'small', 'pupil', 'gray', 'eyelid', 'well', 'small', 'nostril', 'wide', 'mouth', 'bare', 'teeth', 'give', 'appear', 'perman', 'sneer', 'sport', 'red', 'crest', 'head', 'similar', 'appear', 'mohawk', 'baggi', 'yellow', 'skin', 'hang', 'shoulder', 'fall', 'halfway', 'back', 'scrafti', 'bodi', 'orang', 'thin', 'arm', 'gray', 'scale', 'belli', 'lower', 'bodi', 'tail', 'cover', 'loos', 'yellow', 'skin', 'resembl', 'baggi', 'trouser', 'tail', 'singl', 'red', 'scale', 'scrafti', 'power', 'enough', 'kick', 'concret', 'block', 'also', 'spit', 'acid', 'liquid', 'mouth', 'taunt', 'oppon', 'protect', 'attack', 'pull', 'fold', 'loos', 'skin', 'around', 'waist', 'scrafti', 'live', 'group', 'member', 'speci', 'group', 'determin', 'hierarchi', 'crest', 'size', 'scrafti', 'largest', 'crest', 'becom', 'leader', 'group', 'attack', 'anyth', 'come', 'within', 'territori', 'though', 'often', 'come', 'rude', 'take', 'good', 'care', 'love', 'one', 'turf']"
Sigilyph,5.4345161290322554,5.455185185185183,"('Flying', 'Psychic')",72,58,80,103,80,97,490,V,None,"['sigilyph', 'spherical', 'pokémon', 'possessing', 'two', 'cyan', 'eyes', 'third', 'black', 'appendage', 'top', 'head', 'sigilyph', 'pair', 'wings', 'tail', 'yellow', 'blue', 'red', 'stripes', 'feathers', 'two', 'black-colored', 'three-toed', 'feet', 'two', 'small', 'spikes', 'base', 'sigilyph', 'use', 'psychic', 'powers', 'attack', 'anyone', 'invades', 'territory', 'due', 'retaining', 'memories', 'guarded', 'ancient', 'city', 'apparently', 'flies', 'along', 'route', 'constantly']","['sigilyph', 'spheric', 'pokémon', 'possess', 'two', 'cyan', 'eye', 'third', 'black', 'appendag', 'top', 'head', 'sigilyph', 'pair', 'wing', 'tail', 'yellow', 'blue', 'red', 'stripe', 'feather', 'two', 'black-color', 'three-to', 'feet', 'two', 'small', 'spike', 'base', 'sigilyph', 'use', 'psychic', 'power', 'attack', 'anyon', 'invad', 'territori', 'due', 'retain', 'memori', 'guard', 'ancient', 'citi', 'appar', 'fli', 'along', 'rout', 'constantli']"
Yamask,5.31,5.304848484848487,Ghost,38,30,85,55,65,30,303,V,None,"['mask', 'yamask', 'yamask', 'shadow-like', 'pokémon', 'holding', 'mask', 'face', 'time', 'human', 'two', 'shadowy', 'tendril-like', 'arms', 'large', 'red', 'eyes', 'also', 'small', 'tail-like', 'appendage', 'holds', 'mask', 'due', 'human', 'long', 'ago', 'memories', 'human', 'someone', 'wears', 'mask', 'yamask', 'carries', 'become', 'possessed', 'yamask', 'question', 'sometimes', 'looks', 'mask', 'cries', 'apparently', 'longing', 'yamask', 'known', 'wander', 'ruins', 'ancient', 'civilizations', 'left', 'clear']","['mask', 'yamask', 'yamask', 'shadow-lik', 'pokémon', 'hold', 'mask', 'face', 'time', 'human', 'two', 'shadowi', 'tendril-lik', 'arm', 'larg', 'red', 'eye', 'also', 'small', 'tail-lik', 'appendag', 'hold', 'mask', 'due', 'human', 'long', 'ago', 'memori', 'human', 'someon', 'wear', 'mask', 'yamask', 'carri', 'becom', 'possess', 'yamask', 'question', 'sometim', 'look', 'mask', 'cri', 'appar', 'long', 'yamask', 'known', 'wander', 'ruin', 'ancient', 'civil', 'left', 'clear']"
Cofagrigus,5.7490000000000006,5.5644444444444465,Ghost,58,50,145,95,105,30,483,V,None,"['cofagrigus', 'blue', 'yellow', 'sarcophagus', 'red', 'menacing', 'eyes', 'four', 'ebony', 'hands', 'appear', 'shadows', 'simply', 'designed', 'face', 'prominent', 'forehead', 'pokémon', 'real', 'face', 'covered', 'parts', 'slide', 'way', 'active', 'white', 'sharp', 'fangs', 'create', 'taunting', 'smile', 'flamboyant', 'patterns', 'veil', 'coffin', 'coffin', 'said', 'made', 'gold', 'ancient', 'legends', 'told', 'cofagrigus', 'could', 'eat', 'nearby', 'humans', 'turn', 'lifeless', 'bodies', 'mummies', 'lives', 'tombs', 'ruins']","['cofagrigu', 'blue', 'yellow', 'sarcophagu', 'red', 'menac', 'eye', 'four', 'eboni', 'hand', 'appear', 'shadow', 'simpli', 'design', 'face', 'promin', 'forehead', 'pokémon', 'real', 'face', 'cover', 'part', 'slide', 'way', 'activ', 'white', 'sharp', 'fang', 'creat', 'taunt', 'smile', 'flamboy', 'pattern', 'veil', 'coffin', 'coffin', 'said', 'made', 'gold', 'ancient', 'legend', 'told', 'cofagrigu', 'could', 'eat', 'nearbi', 'human', 'turn', 'lifeless', 'bodi', 'mummi', 'live', 'tomb', 'ruin']"
Tirtouga,5.5379999999999985,5.476000000000001,"('Rock', 'Water')",54,78,103,53,45,22,355,V,None,"['tirtouga', 'resembles', 'baby', 'leatherback', 'sea', 'turtle', 'body', 'blue', 'black', 'spots', 'edges', 'flippers', 'black', 'shell', 'six', 'circular', 'indentations', 'black', 'upper', 'beak', 'mask', 'covers', 'head', 'light', 'blue', 'patch', 'underneath', 'eyes', 'tirtouga', 'shell', 'tough', 'dive', 'depths', 'much', 'meters', 'tirtouga', 'known', 'actively', 'hunt', 'prey', 'extent', 'would', 'go', 'land', 'reach', 'tirtouga', 'lived', 'oceans', 'long', 'ago', 'extant', 'reviving', 'fossils', 'people', 'alola', 'believe', 'ancestor', 'turtle', 'pokémon']","['tirtouga', 'resembl', 'babi', 'leatherback', 'sea', 'turtl', 'bodi', 'blue', 'black', 'spot', 'edg', 'flipper', 'black', 'shell', 'six', 'circular', 'indent', 'black', 'upper', 'beak', 'mask', 'cover', 'head', 'light', 'blue', 'patch', 'underneath', 'eye', 'tirtouga', 'shell', 'tough', 'dive', 'depth', 'much', 'meter', 'tirtouga', 'known', 'activ', 'hunt', 'prey', 'extent', 'would', 'go', 'land', 'reach', 'tirtouga', 'live', 'ocean', 'long', 'ago', 'extant', 'reviv', 'fossil', 'peopl', 'alola', 'believ', 'ancestor', 'turtl', 'pokémon']"
Carracosta,5.48642857142857,5.470999999999997,"('Rock', 'Water')",74,108,133,83,65,32,495,V,None,"['carracosta', 'resembles', 'bipedal', 'blue-colored', 'sea', 'turtle', 'stomach', 'pale', 'blue', 'deep', 'blue', 'rocky', 'structures', 'encrusted', 'face', 'back', 'sides', 'chest', 'forming', 'mask', 'shell', 'flippers', 'long', 'black', 'finger-like', 'protrusions', 'tips', 'carracosta', 'thick', 'tail', 'short', 'legs', 'two-toed', 'feet', 'carracosta', 'extremely', 'strong', 'jaws', 'enough', 'power', 'slap', 'open', 'hole', 'bottom', 'tanker', 'carracosta', 'lived', 'sea', 'millions', 'years', 'ago', 'considered', 'extinct', 'carracosta', 'eats', 'steel', 'frames', 'rocks', 'addition', 'prey', 'carracosta', 'preys', 'omanyte', 'omastar']","['carracosta', 'resembl', 'biped', 'blue-color', 'sea', 'turtl', 'stomach', 'pale', 'blue', 'deep', 'blue', 'rocki', 'structur', 'encrust', 'face', 'back', 'side', 'chest', 'form', 'mask', 'shell', 'flipper', 'long', 'black', 'finger-lik', 'protrus', 'tip', 'carracosta', 'thick', 'tail', 'short', 'leg', 'two-to', 'feet', 'carracosta', 'extrem', 'strong', 'jaw', 'enough', 'power', 'slap', 'open', 'hole', 'bottom', 'tanker', 'carracosta', 'live', 'sea', 'million', 'year', 'ago', 'consid', 'extinct', 'carracosta', 'eat', 'steel', 'frame', 'rock', 'addit', 'prey', 'carracosta', 'prey', 'omanyt', 'omastar']"
Archen,5.792291666666666,5.870652173913044,"('Flying', 'Rock')",55,112,45,74,45,70,401,V,None,"['archen', 'small', 'bipedal', 'creature', 'mixed', 'reptilian', 'avian', 'traits', 'large', 'red', 'head', 'covered', 'discernible', 'scales', 'neck', 'blue', 'red', 'feathers', 'body', 'covered', 'untidy', 'sallow', 'feathers', 'blue', 'clawed', 'wings', 'used', 'flight', 'short', 'thin', 'legs', 'twig-like', 'tail', 'bears', 'diamond-shaped', 'blue', 'feather', 'wide', 'white', 'eyes', 'black', 'pupils', 'irises', 'archen', 'extinct', 'revived', 'fossils', 'believed', 'ancestor', 'bird', 'pokémon', 'though', 'recent', 'research', 'suggests', 'otherwise', 'hunts', 'prey', 'move', 'forest', 'anime', 'shown', 'archen', 'like', 'pokémon', 'food', 'grow', 'special', 'plant', 'cries', 'enjoys', 'berries', 'grown', 'plant']","['archen', 'small', 'biped', 'creatur', 'mix', 'reptilian', 'avian', 'trait', 'larg', 'red', 'head', 'cover', 'discern', 'scale', 'neck', 'blue', 'red', 'feather', 'bodi', 'cover', 'untidi', 'sallow', 'feather', 'blue', 'claw', 'wing', 'use', 'flight', 'short', 'thin', 'leg', 'twig-lik', 'tail', 'bear', 'diamond-shap', 'blue', 'feather', 'wide', 'white', 'eye', 'black', 'pupil', 'iris', 'archen', 'extinct', 'reviv', 'fossil', 'believ', 'ancestor', 'bird', 'pokémon', 'though', 'recent', 'research', 'suggest', 'otherwis', 'hunt', 'prey', 'move', 'forest', 'anim', 'shown', 'archen', 'like', 'pokémon', 'food', 'grow', 'special', 'plant', 'cri', 'enjoy', 'berri', 'grown', 'plant']"
Archeops,5.771428571428574,5.6933333333333325,"('Flying', 'Rock')",75,140,65,112,65,110,567,V,None,"['archeops', 'large', 'flying', 'creature', 'bears', 'similarities', 'dinosaur', 'featherless', 'scaly', 'head', 'red', 'green', 'stripe', 'running', 'along', 'top', 'mouth', 'filled', 'sharp', 'teeth', 'eyes', 'white', 'black', 'pupils', 'irises', 'body', 'covered', 'frayed-looking', 'yellow', 'blue', 'feathers', 'designed', 'flight', 'arms', 'legs', 'enabling', 'four', 'limbs', 'act', 'wings', 'wings', 'bear', 'sharp', 'claws', 'ring', 'smaller', 'green', 'feathers', 'ankles', 'tail', 'completely', 'red', 'featherless', 'except', 'fan', 'blue', 'feathers', 'end', 'archaeopterygiformes', 'fully-movable', 'vertebrae', 'tail', 'instead', 'pygostyle', 'plumage', 'delicate', 'capable', 'flying', 'adept', 'running', 'outrun', 'even', 'automobile', 'intelligence', 'work', 'partners', 'order', 'catch', 'prey', 'archeops', 'extinct', 'revived', 'via', 'fossils', 'archeops', 'omnivorous', 'along', 'hunting', 'prey', 'seen', 'eating', 'fruit', 'anime']","['archeop', 'larg', 'fli', 'creatur', 'bear', 'similar', 'dinosaur', 'featherless', 'scali', 'head', 'red', 'green', 'stripe', 'run', 'along', 'top', 'mouth', 'fill', 'sharp', 'teeth', 'eye', 'white', 'black', 'pupil', 'iris', 'bodi', 'cover', 'frayed-look', 'yellow', 'blue', 'feather', 'design', 'flight', 'arm', 'leg', 'enabl', 'four', 'limb', 'act', 'wing', 'wing', 'bear', 'sharp', 'claw', 'ring', 'smaller', 'green', 'feather', 'ankl', 'tail', 'complet', 'red', 'featherless', 'except', 'fan', 'blue', 'feather', 'end', 'archaeopterygiform', 'fully-mov', 'vertebra', 'tail', 'instead', 'pygostyl', 'plumag', 'delic', 'capabl', 'fli', 'adept', 'run', 'outrun', 'even', 'automobil', 'intellig', 'work', 'partner', 'order', 'catch', 'prey', 'archeop', 'extinct', 'reviv', 'via', 'fossil', 'archeop', 'omnivor', 'along', 'hunt', 'prey', 'seen', 'eat', 'fruit', 'anim']"
Trubbish,5.20672131147541,5.220961538461539,Poison,50,50,62,40,62,65,329,V,None,"['trubbish', 'resembles', 'full', 'dark', 'green', 'garbage', 'bag', 'knot', 'top', 'acts', 'like', 'ears', 'trubbish', 'oval-shaped', 'eyes', 'large', 'triangular', 'teeth', 'resemble', 'broken', 'glass', 'arms', 'look', 'like', 'trash', 'spilling', 'small', 'tears', 'bag', 'pink', 'blue', 'objects', 'protruding', 'feet', 'dark', 'green', 'stubby', 'pokémon', 'created', 'mixture', 'domestic', 'industrial', 'waste', 'underwent', 'chemical', 'reaction', 'sort', 'trubbish', 'emits', 'noxious', 'burp-like', 'gases', 'inhaled', 'render', 'victim', 'bedridden', 'week', 'gas', 'also', 'prove', 'fatal', 'inhaled', 'young', 'pokémon', 'children', 'evidenced', 'anime', 'trubbish', 'ear-like', 'tufts', 'stand', 'straight', 'startled', 'lifted', 'happy', 'lowered', 'feeling', 'furthermore', 'episode', 'also', 'explained', 'trubbish', 'befriends', 'person', 'cease', 'expelling', 'foul', 'odors', 'prefers', 'unsanitary', 'places', 'garbage', 'dumps', 'grimer', 'common', 'enemy', 'trubbish', 'muk', 'preys']","['trubbish', 'resembl', 'full', 'dark', 'green', 'garbag', 'bag', 'knot', 'top', 'act', 'like', 'ear', 'trubbish', 'oval-shap', 'eye', 'larg', 'triangular', 'teeth', 'resembl', 'broken', 'glass', 'arm', 'look', 'like', 'trash', 'spill', 'small', 'tear', 'bag', 'pink', 'blue', 'object', 'protrud', 'feet', 'dark', 'green', 'stubbi', 'pokémon', 'creat', 'mixtur', 'domest', 'industri', 'wast', 'underw', 'chemic', 'reaction', 'sort', 'trubbish', 'emit', 'noxiou', 'burp-lik', 'gase', 'inhal', 'render', 'victim', 'bedridden', 'week', 'ga', 'also', 'prove', 'fatal', 'inhal', 'young', 'pokémon', 'children', 'evidenc', 'anim', 'trubbish', 'ear-lik', 'tuft', 'stand', 'straight', 'startl', 'lift', 'happi', 'lower', 'feel', 'furthermor', 'episod', 'also', 'explain', 'trubbish', 'befriend', 'person', 'ceas', 'expel', 'foul', 'odor', 'prefer', 'unsanitari', 'place', 'garbag', 'dump', 'grimer', 'common', 'enemi', 'trubbish', 'muk', 'prey']"
Garbodor,5.357916666666667,5.3708641975308655,Poison,80,95,82,60,82,75,474,V,None,"['garbodor', 'appearance', 'pile', 'trash', 'spilling', 'large', 'torn', 'garbage', 'bag', 'round', 'lumpy', 'body', 'mostly', 'tan', 'blue', 'pink', 'lumps', 'head', 'appearance', 'tied', 'end', 'garbage', 'bag', 'ripped', 'open', 'trails', 'like', 'cape', 'two', 'appendages', 'look', 'like', 'clumps', 'garbage', 'coming', 'head', 'large', 'round', 'eyes', 'small', 'pupils', 'opens', 'mouth', 'large', 'triangular', 'teeth', 'seen', 'garbodor', 'two', 'long', 'arms', 'made', 'garbage', 'one', 'held', 'together', 'piping', 'fingers', 'also', 'made', 'piping', 'material', 'held', 'together', 'rebar', 'one', 'finger', 'left', 'hand', 'three', 'also', 'flat', 'dumpy', 'feet', 'garbodor', 'able', 'spray', 'poisonous', 'gas', 'filth', 'fingertips', 'right', 'hand', 'filth', 'blocked', 'arm', 'swell', 'causing', 'considerable', 'pain', 'discomfort', 'also', 'finishes', 'opponents', 'subduing', 'left', 'arm', 'spewing', 'awful-smelling', 'toxic', 'gas', 'mouth', 'garbodor', 'prefers', 'live', 'unsanitary', 'places', 'garbage', 'dumps', 'garbodor', 'inhales', 'garbage', 'becomes', 'part', 'body', 'alola', 'home', 'many', 'garbodor', 'population', 'shrank', 'precipitously', 'grimer', 'introduced', 'habitat', 'said', 'made', 'remaining', 'garbodor', 'population', 'stronger', 'counterparts', 'regions', 'muk', 'preys', 'garbodor']","['garbodor', 'appear', 'pile', 'trash', 'spill', 'larg', 'torn', 'garbag', 'bag', 'round', 'lumpi', 'bodi', 'mostli', 'tan', 'blue', 'pink', 'lump', 'head', 'appear', 'tie', 'end', 'garbag', 'bag', 'rip', 'open', 'trail', 'like', 'cape', 'two', 'appendag', 'look', 'like', 'clump', 'garbag', 'come', 'head', 'larg', 'round', 'eye', 'small', 'pupil', 'open', 'mouth', 'larg', 'triangular', 'teeth', 'seen', 'garbodor', 'two', 'long', 'arm', 'made', 'garbag', 'one', 'held', 'togeth', 'pipe', 'finger', 'also', 'made', 'pipe', 'materi', 'held', 'togeth', 'rebar', 'one', 'finger', 'left', 'hand', 'three', 'also', 'flat', 'dumpi', 'feet', 'garbodor', 'abl', 'spray', 'poison', 'ga', 'filth', 'fingertip', 'right', 'hand', 'filth', 'block', 'arm', 'swell', 'caus', 'consider', 'pain', 'discomfort', 'also', 'finish', 'oppon', 'subdu', 'left', 'arm', 'spew', 'awful-smel', 'toxic', 'ga', 'mouth', 'garbodor', 'prefer', 'live', 'unsanitari', 'place', 'garbag', 'dump', 'garbodor', 'inhal', 'garbag', 'becom', 'part', 'bodi', 'alola', 'home', 'mani', 'garbodor', 'popul', 'shrank', 'precipit', 'grimer', 'introduc', 'habitat', 'said', 'made', 'remain', 'garbodor', 'popul', 'stronger', 'counterpart', 'region', 'muk', 'prey', 'garbodor']"
Mankey,5.295806451612903,5.3707894736842094,Fighting,40,80,35,35,45,70,305,I,None,"['mankey', 'eating', 'bananas', 'mankey', 'simian', 'pokémon', 'similar', 'new', 'world', 'monkey', 'bipedal', 'round', 'body', 'covered', 'whitish', 'shaggy', 'fur', 'nose', 'similar', 'pig', 'snout', 'narrow', 'red', 'eyes', 'triangular', 'ears', 'brown', 'insides', 'mankey', 'three-fingered', 'hands', 'two-toed', 'feet', 'tip', 'curved', 'prehensile', 'tail', 'brown', 'along', 'stufful', 'smallest', 'fighting', 'mankey', 'specializes', 'physical', 'fighting', 'aggressive', 'short-tempered', 'angry', 'mankey', 'begins', 'shaking', 'breathing', 'turns', 'rough', 'rage', 'peaks', 'quickly', 'preventing', 'victim', 'able', 'flee', 'rampage', 'falls', 'asleep', 'anger', 'remains', 'dreams', 'causes', 'wake', 'become', 'furious', 'however', 'constant', 'release', 'stress', 'grants', 'long', 'life', 'mankey', 'found', 'mountains', 'lives', 'treetop', 'colonies', 'one', 'becomes', 'enraged', 'whole', 'colony', 'rampages', 'reason', 'loses', 'sight', 'colony', 'left', 'alone', 'rage', 'loneliness', 'causes', 'become', 'infuriated', 'according', 'pokémon', 'mystery', 'dungeon', 'red', 'rescue', 'team', 'blue', 'rescue', 'team', 'games', 'mankey', 'preferred', 'food', 'chestnuts', 'however', 'mankey', 'usually', 'lacks', 'dexterity', 'peel', 'becomes', 'agitated', 'rage', 'attempting', 'peel', 'chestnut', 'spiky', 'shell', 'additionally', 'also', 'appears', 'fond', 'bananas', 'anime']","['mankey', 'eat', 'banana', 'mankey', 'simian', 'pokémon', 'similar', 'new', 'world', 'monkey', 'biped', 'round', 'bodi', 'cover', 'whitish', 'shaggi', 'fur', 'nose', 'similar', 'pig', 'snout', 'narrow', 'red', 'eye', 'triangular', 'ear', 'brown', 'insid', 'mankey', 'three-fing', 'hand', 'two-to', 'feet', 'tip', 'curv', 'prehensil', 'tail', 'brown', 'along', 'stuf', 'smallest', 'fight', 'mankey', 'special', 'physic', 'fight', 'aggress', 'short-temp', 'angri', 'mankey', 'begin', 'shake', 'breath', 'turn', 'rough', 'rage', 'peak', 'quickli', 'prevent', 'victim', 'abl', 'flee', 'rampag', 'fall', 'asleep', 'anger', 'remain', 'dream', 'caus', 'wake', 'becom', 'furiou', 'howev', 'constant', 'releas', 'stress', 'grant', 'long', 'life', 'mankey', 'found', 'mountain', 'live', 'treetop', 'coloni', 'one', 'becom', 'enrag', 'whole', 'coloni', 'rampag', 'reason', 'lose', 'sight', 'coloni', 'left', 'alon', 'rage', 'loneli', 'caus', 'becom', 'infuri', 'accord', 'pokémon', 'mysteri', 'dungeon', 'red', 'rescu', 'team', 'blue', 'rescu', 'team', 'game', 'mankey', 'prefer', 'food', 'chestnut', 'howev', 'mankey', 'usual', 'lack', 'dexter', 'peel', 'becom', 'agit', 'rage', 'attempt', 'peel', 'chestnut', 'spiki', 'shell', 'addit', 'also', 'appear', 'fond', 'banana', 'anim']"
Zorua,5.561756756756757,5.5504411764705885,Dark,40,65,40,80,40,65,330,V,None,"['zorua', 'slate', 'gray', 'fox-like', 'pokémon', 'red', 'black', 'accents', 'ears', 'triangular', 'dark', 'insides', 'large', 'tuft', 'fur', 'tipped', 'red', 'top', 'head', 'greenish', 'blue', 'eyes', 'red', 'eyelids', 'circular', 'red', 'markings', 'eyes', 'resemble', 'eyebrows', 'muzzle', 'short', 'tapered', 'two', 'small', 'fangs', 'seen', 'upper', 'jaw', 'mouth', 'open', 'zorua', 'possesses', 'ruff', 'black', 'fur', 'around', 'neck', 'four', 'short', 'limbs', 'tipped', 'red', 'tail', 'short', 'bushy', 'zorua', 'change', 'physical', 'appearance', 'though', 'transformation', 'merely', 'illusion', 'keeps', 'type', 'moves', 'zorua', 'keeps', 'true', 'form', 'hidden', 'ensure', 'safety', 'takes', 'appearance', 'pokémon', 'frighten', 'enemies', 'sometimes', 'take', 'form', 'silent', 'child', 'seen', 'movie', 'debut', 'tail', 'unpracticed', 'zorua', 'may', 'remain', 'takes', 'human', 'form', 'tail', 'touched', 'revert', 'true', 'form', 'zorua', 'mischievous', 'loves', 'surprise', 'others']","['zorua', 'slate', 'gray', 'fox-lik', 'pokémon', 'red', 'black', 'accent', 'ear', 'triangular', 'dark', 'insid', 'larg', 'tuft', 'fur', 'tip', 'red', 'top', 'head', 'greenish', 'blue', 'eye', 'red', 'eyelid', 'circular', 'red', 'mark', 'eye', 'resembl', 'eyebrow', 'muzzl', 'short', 'taper', 'two', 'small', 'fang', 'seen', 'upper', 'jaw', 'mouth', 'open', 'zorua', 'possess', 'ruff', 'black', 'fur', 'around', 'neck', 'four', 'short', 'limb', 'tip', 'red', 'tail', 'short', 'bushi', 'zorua', 'chang', 'physic', 'appear', 'though', 'transform', 'mere', 'illus', 'keep', 'type', 'move', 'zorua', 'keep', 'true', 'form', 'hidden', 'ensur', 'safeti', 'take', 'appear', 'pokémon', 'frighten', 'enemi', 'sometim', 'take', 'form', 'silent', 'child', 'seen', 'movi', 'debut', 'tail', 'unpract', 'zorua', 'may', 'remain', 'take', 'human', 'form', 'tail', 'touch', 'revert', 'true', 'form', 'zorua', 'mischiev', 'love', 'surpris', 'other']"
